CARHR000010.1	CARHR172190.1	NA
CARHR001010.1	CARHR232770.1	NA
CARHR001010.1	CARHR197430.1	NA
CARHR001010.1	CARHR193780.1	NA
CARHR001010.1	CARHR051800.1	NA
CARHR001010.1	CARHR080590.1	NA
CARHR001010.1	CARHR182220.1	NA
CARHR001010.1	CARHR206500.1	NA
CARHR001010.1	CARHR206930.1	NA
CARHR001010.1	CARHR086120.1	NA
CARHR001010.1	CARHR086630.1	NA
CARHR001010.1	CARHR038880.1	NA
CARHR001010.1	CARHR172730.1	NA
CARHR001010.1	CARHR123260.1	NA
CARHR001010.1	CARHR211970.1	NA
CARHR001010.1	CARHR124380.1	NA
CARHR001010.1	CARHR085610.1	NA
CARHR001010.1	CARHR137710.1	NA
CARHR001010.1	CARHR277930.1	NA
CARHR001020.1	CARHR001050.1	NA
CARHR001020.1	CARHR249220.1	NA
CARHR001020.1	CARHR121510.1	NA
CARHR001020.1	CARHR001040.1	NA
CARHR001020.1	CARHR281030.1	NA
CARHR001020.1	CARHR160250.1	NA
CARHR001020.1	CARHR106980.1	NA
CARHR001020.1	CARHR109170.1	NA
CARHR001020.1	CARHR006970.1	NA
CARHR001020.1	CARHR123100.1	NA
CARHR001020.1	CARHR097700.1	NA
CARHR001020.1	CARHR097690.1	NA
CARHR001020.1	CARHR006960.1	NA
CARHR001020.1	CARHR221990.1	NA
CARHR001020.1	CARHR245130.1	NA
CARHR001020.1	CARHR097770.1	NA
CARHR001040.1	CARHR001020.1	NA
CARHR001040.1	CARHR001050.1	NA
CARHR001040.1	CARHR249220.1	NA
CARHR001040.1	CARHR121510.1	NA
CARHR001040.1	CARHR281030.1	NA
CARHR001040.1	CARHR160250.1	NA
CARHR001040.1	CARHR106980.1	NA
CARHR001040.1	CARHR109170.1	NA
CARHR001040.1	CARHR245130.1	NA
CARHR001040.1	CARHR006970.1	NA
CARHR001040.1	CARHR006960.1	NA
CARHR001040.1	CARHR097700.1	NA
CARHR001040.1	CARHR123100.1	NA
CARHR001040.1	CARHR097740.1	NA
CARHR001040.1	CARHR097770.1	NA
CARHR001040.1	CARHR221990.1	NA
CARHR001050.1	CARHR249220.1	0.8498
CARHR001050.1	CARHR001020.1	NA
CARHR001050.1	CARHR121510.1	1.0046
CARHR001050.1	CARHR001040.1	NA
CARHR001050.1	CARHR160250.1	NA
CARHR001050.1	CARHR281030.1	3.0981
CARHR001050.1	CARHR106980.1	NA
CARHR001050.1	CARHR109170.1	NA
CARHR001050.1	CARHR091730.1	3.6321
CARHR001050.1	CARHR097740.1	NA
CARHR001050.1	CARHR097710.1	NA
CARHR001050.1	CARHR097690.1	NA
CARHR001050.1	CARHR097730.1	NA
CARHR001050.1	CARHR097750.1	NA
CARHR001050.1	CARHR006960.1	NA
CARHR001050.1	CARHR097700.1	NA
CARHR001050.1	CARHR123100.1	4.9673
CARHR001050.1	CARHR006970.1	4.0745
CARHR001050.1	CARHR006980.1	3.0668
CARHR001050.1	CARHR221990.1	4.0891
CARHR001050.1	CARHR022720.1	NA
CARHR001050.1	CARHR097770.1	NA
CARHR001050.1	CARHR123050.1	NA
CARHR001050.1	CARHR022740.1	NA
CARHR001050.1	CARHR071720.1	NA
CARHR001050.1	CARHR022750.1	NA
CARHR001050.1	CARHR022710.1	NA
CARHR001050.1	CARHR022730.1	NA
CARHR001050.1	CARHR131130.1	NA
CARHR001050.1	CARHR107160.1	4.6189
CARHR001050.1	CARHR131430.1	NA
CARHR001050.1	CARHR121600.1	NA
CARHR001050.1	CARHR222250.1	5.0839
CARHR001050.1	CARHR010540.1	NA
CARHR001050.1	CARHR041270.1	3.8179
CARHR001050.1	CARHR156230.1	NA
CARHR001050.1	CARHR163000.1	NA
CARHR001050.1	CARHR155020.1	8.0507
CARHR001050.1	CARHR242720.1	NA
CARHR001050.1	CARHR155030.1	NA
CARHR001050.1	CARHR154970.1	NA
CARHR001050.1	CARHR155090.1	NA
CARHR001050.1	CARHR245130.1	NA
CARHR001050.1	CARHR155130.1	NA
CARHR001050.1	CARHR005520.1	NA
CARHR001050.1	CARHR085900.1	NA
CARHR001050.1	CARHR207340.1	NA
CARHR001050.1	CARHR288750.1	NA
CARHR001050.1	CARHR207360.1	NA
CARHR001050.1	CARHR259150.1	NA
CARHR001050.1	CARHR163010.1	8.4624
CARHR001050.1	CARHR113780.1	NA
CARHR001050.1	CARHR267220.1	3.5113
CARHR001080.1	CARHR249310.1	0.7273
CARHR001080.1	CARHR266230.1	8.2902
CARHR001080.1	CARHR132900.1	NA
CARHR001080.1	CARHR207820.1	NA
CARHR001080.1	CARHR135420.1	NA
CARHR001080.1	CARHR224590.1	NA
CARHR001080.1	CARHR174710.1	5.8904
CARHR001080.1	CARHR114750.1	NA
CARHR001080.1	CARHR065970.1	NA
CARHR001080.1	CARHR176110.1	NA
CARHR001080.1	CARHR225480.1	NA
CARHR001090.1	CARHR001100.1	0.3522
CARHR001100.1	CARHR001090.1	NA
CARHR001110.1	CARHR249330.1	0.7767
CARHR001110.1	CARHR266160.1	NA
CARHR001110.1	CARHR141710.1	2.0704
CARHR001110.1	CARHR271720.1	9.3367
CARHR001110.1	CARHR184680.1	9.4108
CARHR001110.1	CARHR238440.1	NA
CARHR001110.1	CARHR016490.1	NA
CARHR001110.1	CARHR117310.1	NA
CARHR001110.1	CARHR121180.1	NA
CARHR001110.1	CARHR238260.1	4.7684
CARHR001110.1	CARHR198480.1	NA
CARHR001110.1	CARHR156730.1	NA
CARHR001110.1	CARHR107710.1	2.5408
CARHR001110.1	CARHR141740.1	2.1628
CARHR001110.1	CARHR093050.1	NA
CARHR001110.1	CARHR093040.1	NA
CARHR001110.1	CARHR197900.1	5.095
CARHR001110.1	CARHR141760.1	1.4807
CARHR001110.1	CARHR267530.1	NA
CARHR001110.1	CARHR141750.1	1.8096
CARHR001110.1	CARHR141720.1	1.6644
CARHR001120.1	CARHR235780.1	NA
CARHR001120.1	CARHR015820.1	NA
CARHR001120.1	CARHR161880.1	NA
CARHR001130.1	CARHR084000.1	2.763
CARHR001130.1	CARHR110410.1	NA
CARHR001130.1	CARHR241830.1	NA
CARHR001150.1	CARHR172150.1	2.8223
CARHR001150.1	CARHR025950.1	NA
CARHR001150.1	CARHR093850.1	NA
CARHR001150.1	CARHR095550.1	3.125
CARHR001150.1	CARHR202530.1	NA
CARHR001150.1	CARHR145530.1	NA
CARHR001150.1	CARHR202550.1	NA
CARHR001150.1	CARHR288560.1	NA
CARHR001150.1	CARHR073490.1	NA
CARHR001150.1	CARHR169500.1	5.4742
CARHR001150.1	CARHR138040.1	5.3077
CARHR001150.1	CARHR055370.1	NA
CARHR001150.1	CARHR009730.1	NA
CARHR001150.1	CARHR164310.1	3.4461
CARHR001150.1	CARHR030970.1	NA
CARHR001150.1	CARHR129820.1	2.179
CARHR001150.1	CARHR055390.1	NA
CARHR001150.1	CARHR055380.1	NA
CARHR001150.1	CARHR202540.1	NA
CARHR001150.1	CARHR206120.1	NA
CARHR001150.1	CARHR129830.1	NA
CARHR001150.1	CARHR165600.1	NA
CARHR001150.1	CARHR134550.1	NA
CARHR001150.1	CARHR121140.1	NA
CARHR001150.1	CARHR215360.1	9.7326
CARHR001150.1	CARHR292270.1	NA
CARHR001150.1	CARHR087220.1	NA
CARHR001150.1	CARHR162270.1	2.0352
CARHR001150.1	CARHR211170.1	NA
CARHR001150.1	CARHR223040.1	NA
CARHR001150.1	CARHR241570.1	NA
CARHR001150.1	CARHR238750.1	NA
CARHR001160.1	CARHR235780.1	4.4479
CARHR001160.1	CARHR015820.1	4.2442
CARHR001190.1	CARHR205200.1	NA
CARHR001190.1	CARHR247740.1	NA
CARHR001190.1	CARHR157050.1	NA
CARHR001190.1	CARHR208970.1	NA
CARHR001190.1	CARHR244620.1	NA
CARHR001190.1	CARHR157030.1	NA
CARHR001190.1	CARHR239860.1	NA
CARHR001190.1	CARHR245810.1	NA
CARHR001190.1	CARHR136000.1	7.8137
CARHR001190.1	CARHR157040.1	NA
CARHR001190.1	CARHR245780.1	NA
CARHR001190.1	CARHR065760.1	NA
CARHR001190.1	CARHR246750.1	NA
CARHR001190.1	CARHR157060.1	NA
CARHR001190.1	CARHR206260.1	NA
CARHR001190.1	CARHR147310.1	NA
CARHR001190.1	CARHR271060.1	NA
CARHR001190.1	CARHR147330.1	NA
CARHR001190.1	CARHR245720.1	NA
CARHR001190.1	CARHR140790.1	NA
CARHR001190.1	CARHR013430.1	NA
CARHR001190.1	CARHR113560.1	NA
CARHR001190.1	CARHR013440.1	NA
CARHR001190.1	CARHR271010.1	NA
CARHR001190.1	CARHR140740.1	NA
CARHR001190.1	CARHR188300.1	NA
CARHR001190.1	CARHR245750.1	NA
CARHR001190.1	CARHR147300.1	NA
CARHR001190.1	CARHR140780.1	NA
CARHR001190.1	CARHR245790.1	NA
CARHR001190.1	CARHR013480.1	NA
CARHR001190.1	CARHR218850.1	9.7913
CARHR001190.1	CARHR058530.1	6.9063
CARHR001190.1	CARHR229620.1	NA
CARHR001190.1	CARHR056050.1	NA
CARHR001190.1	CARHR013420.1	NA
CARHR001190.1	CARHR118020.1	NA
CARHR001190.1	CARHR058550.1	NA
CARHR001190.1	CARHR245710.1	NA
CARHR001190.1	CARHR253950.1	NA
CARHR001190.1	CARHR067690.1	NA
CARHR001190.1	CARHR181410.1	NA
CARHR001190.1	CARHR253940.1	NA
CARHR001190.1	CARHR188360.1	NA
CARHR001190.1	CARHR245740.1	8.5645
CARHR001190.1	CARHR147340.1	NA
CARHR001190.1	CARHR053680.1	NA
CARHR001190.1	CARHR137290.1	NA
CARHR001190.1	CARHR067830.1	NA
CARHR001190.1	CARHR013410.1	NA
CARHR001190.1	CARHR188310.1	NA
CARHR001190.1	CARHR140750.1	NA
CARHR001190.1	CARHR147190.1	NA
CARHR001190.1	CARHR147260.1	NA
CARHR001190.1	CARHR216510.1	NA
CARHR001190.1	CARHR245730.1	NA
CARHR001190.1	CARHR067820.1	NA
CARHR001190.1	CARHR202710.1	NA
CARHR001190.1	CARHR188350.1	NA
CARHR001190.1	CARHR067270.1	NA
CARHR001190.1	CARHR013460.1	NA
CARHR001190.1	CARHR147230.1	NA
CARHR001190.1	CARHR114320.1	NA
CARHR001190.1	CARHR140730.1	NA
CARHR001190.1	CARHR256060.1	5.0409
CARHR001190.1	CARHR147240.1	7.2469
CARHR001190.1	CARHR186310.1	NA
CARHR001190.1	CARHR147250.1	NA
CARHR001190.1	CARHR141990.1	NA
CARHR001190.1	CARHR151720.1	NA
CARHR001190.1	CARHR147280.1	NA
CARHR001190.1	CARHR188370.1	NA
CARHR001190.1	CARHR219650.1	NA
CARHR001190.1	CARHR162870.1	NA
CARHR001190.1	CARHR178300.1	NA
CARHR001190.1	CARHR163180.1	NA
CARHR001190.1	CARHR219630.1	NA
CARHR001190.1	CARHR147210.1	NA
CARHR001190.1	CARHR172230.1	NA
CARHR001190.1	CARHR147270.1	NA
CARHR001190.1	CARHR065770.1	NA
CARHR001190.1	CARHR101520.1	NA
CARHR001190.1	CARHR013400.1	NA
CARHR001190.1	CARHR147220.1	NA
CARHR001190.1	CARHR034820.1	NA
CARHR001190.1	CARHR239400.1	NA
CARHR001190.1	CARHR163190.1	NA
CARHR001190.1	CARHR013450.1	NA
CARHR001190.1	CARHR001280.1	NA
CARHR001190.1	CARHR178310.1	NA
CARHR001190.1	CARHR163200.1	NA
CARHR001190.1	CARHR097220.1	NA
CARHR001190.1	CARHR095690.1	NA
CARHR001190.1	CARHR188490.1	NA
CARHR001190.1	CARHR181420.1	NA
CARHR001190.1	CARHR014110.1	NA
CARHR001190.1	CARHR096830.1	NA
CARHR001190.1	CARHR203360.1	NA
CARHR001190.1	CARHR096820.1	NA
CARHR001190.1	CARHR095620.1	NA
CARHR001190.1	CARHR280300.1	NA
CARHR001190.1	CARHR280320.1	NA
CARHR001190.1	CARHR157090.1	NA
CARHR001190.1	CARHR151730.1	NA
CARHR001190.1	CARHR122510.1	NA
CARHR001190.1	CARHR237600.1	NA
CARHR001190.1	CARHR219610.1	NA
CARHR001200.1	CARHR141840.1	7.2376
CARHR001200.1	CARHR141840.1	7.2376
CARHR001200.1	CARHR222800.1	9.861
CARHR001200.1	CARHR222800.1	9.861
CARHR001200.1	CARHR174740.1	6.4053
CARHR001200.1	CARHR174740.1	6.4053
CARHR001200.1	CARHR224600.1	4.6194
CARHR001200.1	CARHR224600.1	4.6194
CARHR001200.1	CARHR032070.1	5.91
CARHR001200.1	CARHR032070.1	5.91
CARHR001200.1	CARHR174620.1	5.5788
CARHR001200.1	CARHR047690.1	NA
CARHR001200.1	CARHR213010.1	NA
CARHR001200.1	CARHR249460.1	NA
CARHR001200.1	CARHR260810.1	4.7583
CARHR001220.1	CARHR141890.1	2.1973
CARHR001230.1	CARHR212560.1	1.2072
CARHR001240.1	CARHR249420.1	0.8944
CARHR001240.1	CARHR207120.1	NA
CARHR001240.1	CARHR076700.1	NA
CARHR001240.1	CARHR196980.1	9.0948
CARHR001240.1	CARHR196970.1	NA
CARHR001240.1	CARHR196960.1	6.5039
CARHR001240.1	CARHR196910.1	NA
CARHR001240.1	CARHR196950.1	NA
CARHR001240.1	CARHR289010.1	NA
CARHR001240.1	CARHR054530.1	9.8442
CARHR001240.1	CARHR196900.1	NA
CARHR001240.1	CARHR196940.1	NA
CARHR001240.1	CARHR062790.1	NA
CARHR001240.1	CARHR196930.1	NA
CARHR001240.1	CARHR196920.1	NA
CARHR001270.1	CARHR279220.1	NA
CARHR001270.1	CARHR184300.1	9.0356
CARHR001270.1	CARHR246690.1	NA
CARHR001270.1	CARHR086740.1	NA
CARHR001270.1	CARHR009600.1	NA
CARHR001270.1	CARHR225260.1	5.6035
CARHR001270.1	CARHR274540.1	1.8677
CARHR001270.1	CARHR225650.1	NA
CARHR001270.1	CARHR028030.1	NA
CARHR001270.1	CARHR128030.1	NA
CARHR001270.1	CARHR007150.1	NA
CARHR001270.1	CARHR090020.1	NA
CARHR001270.1	CARHR017430.1	NA
CARHR001270.1	CARHR285390.1	NA
CARHR001270.1	CARHR176230.1	NA
CARHR001270.1	CARHR155410.1	NA
CARHR001270.1	CARHR082050.1	NA
CARHR001270.1	CARHR005340.1	NA
CARHR001270.1	CARHR006010.1	NA
CARHR001270.1	CARHR173830.1	NA
CARHR001270.1	CARHR125310.1	NA
CARHR001270.1	CARHR138200.1	NA
CARHR001270.1	CARHR066700.1	NA
CARHR001270.1	CARHR018780.1	NA
CARHR001270.1	CARHR244230.1	NA
CARHR001270.1	CARHR223740.1	NA
CARHR001270.1	CARHR223730.1	NA
CARHR001270.1	CARHR242680.1	NA
CARHR001270.1	CARHR163540.1	NA
CARHR001270.1	CARHR084410.1	NA
CARHR001270.1	CARHR154420.1	NA
CARHR001270.1	CARHR273420.1	NA
CARHR001270.1	CARHR000200.1	NA
CARHR001270.1	CARHR224230.1	NA
CARHR001270.1	CARHR209830.1	NA
CARHR001270.1	CARHR174160.1	NA
CARHR001270.1	CARHR086280.1	NA
CARHR001270.1	CARHR164820.1	NA
CARHR001270.1	CARHR177440.1	NA
CARHR001270.1	CARHR226440.1	NA
CARHR001270.1	CARHR035660.1	NA
CARHR001270.1	CARHR209820.1	NA
CARHR001270.1	CARHR139830.1	NA
CARHR001270.1	CARHR203040.1	NA
CARHR001270.1	CARHR113510.1	NA
CARHR001270.1	CARHR246810.1	NA
CARHR001270.1	CARHR039290.1	NA
CARHR001270.1	CARHR023100.1	3.8761
CARHR001270.1	CARHR094230.1	NA
CARHR001270.1	CARHR293780.1	NA
CARHR001270.1	CARHR084420.1	NA
CARHR001270.1	CARHR042390.1	NA
CARHR001270.1	CARHR260650.1	NA
CARHR001270.1	CARHR112920.1	NA
CARHR001270.1	CARHR091260.1	NA
CARHR001270.1	CARHR262670.1	NA
CARHR001270.1	CARHR139900.1	NA
CARHR001270.1	CARHR243300.1	NA
CARHR001270.1	CARHR276670.1	4.7281
CARHR001270.1	CARHR244350.1	NA
CARHR001280.1	CARHR141990.1	1.8473
CARHR001280.1	CARHR172230.1	2.1604
CARHR001280.1	CARHR067270.1	NA
CARHR001280.1	CARHR203360.1	NA
CARHR001280.1	CARHR014110.1	NA
CARHR001280.1	CARHR205200.1	NA
CARHR001280.1	CARHR136000.1	NA
CARHR001280.1	CARHR001190.1	NA
CARHR001280.1	CARHR140790.1	NA
CARHR001280.1	CARHR140780.1	NA
CARHR001280.1	CARHR229620.1	NA
CARHR001280.1	CARHR239400.1	NA
CARHR001280.1	CARHR140750.1	NA
CARHR001280.1	CARHR239860.1	NA
CARHR001280.1	CARHR245750.1	NA
CARHR001280.1	CARHR053680.1	NA
CARHR001280.1	CARHR253950.1	NA
CARHR001280.1	CARHR206260.1	NA
CARHR001280.1	CARHR181410.1	NA
CARHR001280.1	CARHR245810.1	NA
CARHR001280.1	CARHR140760.1	NA
CARHR001280.1	CARHR186310.1	NA
CARHR001280.1	CARHR058550.1	NA
CARHR001280.1	CARHR140730.1	NA
CARHR001280.1	CARHR137290.1	NA
CARHR001280.1	CARHR067830.1	NA
CARHR001280.1	CARHR244620.1	NA
CARHR001280.1	CARHR151720.1	NA
CARHR001280.1	CARHR245720.1	NA
CARHR001280.1	CARHR178300.1	NA
CARHR001280.1	CARHR216510.1	NA
CARHR001280.1	CARHR067690.1	NA
CARHR001280.1	CARHR208970.1	NA
CARHR001280.1	CARHR271010.1	NA
CARHR001280.1	CARHR097220.1	NA
CARHR001280.1	CARHR245730.1	NA
CARHR001280.1	CARHR178310.1	NA
CARHR001280.1	CARHR219630.1	3.0769
CARHR001280.1	CARHR096820.1	NA
CARHR001280.1	CARHR253940.1	NA
CARHR001280.1	CARHR095660.1	NA
CARHR001280.1	CARHR055760.1	NA
CARHR001280.1	CARHR118020.1	NA
CARHR001280.1	CARHR095650.1	NA
CARHR001280.1	CARHR119250.1	NA
CARHR001280.1	CARHR095650.10	NA
CARHR001280.1	CARHR181420.1	NA
CARHR001280.1	CARHR095670.1	NA
CARHR001280.1	CARHR095620.1	NA
CARHR001280.1	CARHR280300.1	NA
CARHR001280.1	CARHR122510.1	NA
CARHR001280.1	CARHR237600.1	NA
CARHR001280.1	CARHR103320.1	NA
CARHR001280.1	CARHR151730.1	NA
CARHR001280.1	CARHR188470.1	NA
CARHR001280.1	CARHR219610.1	NA
CARHR001280.1	CARHR157090.1	NA
CARHR001310.1	CARHR249480.1	1.3629
CARHR001320.1	CARHR209510.1	7.6482
CARHR001330.1	CARHR029660.1	NA
CARHR001330.1	CARHR119230.1	NA
CARHR001330.1	CARHR191670.1	NA
CARHR001330.1	CARHR261980.1	NA
CARHR001330.1	CARHR231810.1	NA
CARHR001330.1	CARHR176150.1	NA
CARHR001330.1	CARHR188380.1	NA
CARHR001330.1	CARHR212160.1	NA
CARHR001330.1	CARHR225560.1	NA
CARHR001330.1	CARHR238860.1	NA
CARHR001330.1	CARHR202360.1	NA
CARHR001330.1	CARHR028540.1	NA
CARHR001330.1	CARHR272220.1	NA
CARHR001330.1	CARHR176160.1	NA
CARHR001330.1	CARHR092840.1	NA
CARHR001330.1	CARHR128270.1	NA
CARHR001330.1	CARHR206080.1	NA
CARHR001330.1	CARHR037880.1	NA
CARHR001330.1	CARHR191690.1	NA
CARHR001330.1	CARHR116620.1	NA
CARHR001330.1	CARHR123680.1	NA
CARHR001330.1	CARHR271400.1	NA
CARHR001330.1	CARHR212170.1	NA
CARHR001330.1	CARHR098940.1	NA
CARHR001330.1	CARHR133190.1	NA
CARHR001330.1	CARHR220800.1	NA
CARHR001330.1	CARHR220810.1	NA
CARHR001330.1	CARHR075950.1	NA
CARHR001330.1	CARHR152320.1	NA
CARHR001330.1	CARHR246660.1	NA
CARHR001330.1	CARHR242080.1	NA
CARHR001330.1	CARHR071760.1	NA
CARHR001330.1	CARHR160000.1	NA
CARHR001330.1	CARHR277530.1	5.3481
CARHR001330.1	CARHR280790.1	NA
CARHR001330.1	CARHR051960.1	NA
CARHR001330.1	CARHR011160.1	NA
CARHR001330.1	CARHR114520.1	NA
CARHR001330.1	CARHR140680.1	NA
CARHR001330.1	CARHR252820.1	NA
CARHR001330.1	CARHR200940.1	NA
CARHR001330.1	CARHR252840.1	NA
CARHR001330.1	CARHR012860.1	NA
CARHR001330.1	CARHR260440.1	NA
CARHR001330.1	CARHR050350.1	NA
CARHR001330.1	CARHR228740.1	NA
CARHR001330.1	CARHR069570.1	NA
CARHR001330.1	CARHR200620.1	NA
CARHR001330.1	CARHR096120.1	NA
CARHR001330.1	CARHR034460.1	NA
CARHR001330.1	CARHR189970.1	NA
CARHR001330.1	CARHR085240.1	NA
CARHR001330.1	CARHR193600.1	NA
CARHR001330.1	CARHR193480.1	NA
CARHR001330.1	CARHR115330.1	NA
CARHR001330.1	CARHR208760.1	NA
CARHR001330.1	CARHR085060.1	NA
CARHR001330.1	CARHR231020.1	NA
CARHR001330.1	CARHR172320.1	NA
CARHR001330.1	CARHR208410.1	NA
CARHR001330.1	CARHR107400.1	NA
CARHR001330.1	CARHR136950.1	NA
CARHR001330.1	CARHR243640.1	NA
CARHR001330.1	CARHR133640.1	NA
CARHR001330.1	CARHR294020.1	NA
CARHR001330.1	CARHR125150.1	NA
CARHR001330.1	CARHR160030.1	NA
CARHR001330.1	CARHR094530.1	NA
CARHR001330.1	CARHR281520.1	NA
CARHR001330.1	CARHR130140.1	NA
CARHR001330.1	CARHR108390.1	NA
CARHR001330.1	CARHR012990.1	NA
CARHR001330.1	CARHR039630.1	NA
CARHR001330.1	CARHR142050.1	NA
CARHR001330.1	CARHR136230.1	NA
CARHR001330.1	CARHR093200.1	NA
CARHR001330.1	CARHR068040.1	NA
CARHR001330.1	CARHR019540.1	NA
CARHR001330.1	CARHR276100.1	NA
CARHR001330.1	CARHR252860.1	NA
CARHR001330.1	CARHR161480.1	NA
CARHR001330.1	CARHR244470.1	NA
CARHR001330.1	CARHR039180.1	NA
CARHR001330.1	CARHR188980.1	NA
CARHR001330.1	CARHR158310.1	NA
CARHR001330.1	CARHR036250.1	NA
CARHR001330.1	CARHR150700.1	NA
CARHR001330.1	CARHR274210.1	NA
CARHR001330.1	CARHR039620.1	NA
CARHR001330.1	CARHR030120.1	NA
CARHR001330.1	CARHR040300.1	NA
CARHR001330.1	CARHR096730.1	NA
CARHR001330.1	CARHR063600.1	NA
CARHR001330.1	CARHR090210.1	NA
CARHR001330.1	CARHR043390.1	NA
CARHR001330.1	CARHR151970.1	9.3554
CARHR001330.1	CARHR294190.1	NA
CARHR001330.1	CARHR198590.1	NA
CARHR001330.1	CARHR088200.1	NA
CARHR001330.1	CARHR043280.1	NA
CARHR001330.1	CARHR257390.1	NA
CARHR001330.1	CARHR082720.1	NA
CARHR001330.1	CARHR003070.1	6.2411
CARHR001330.1	CARHR253350.1	NA
CARHR001330.1	CARHR159460.1	NA
CARHR001330.1	CARHR229980.1	NA
CARHR001330.1	CARHR178900.1	NA
CARHR001330.1	CARHR079380.1	NA
CARHR001330.1	CARHR055670.1	NA
CARHR001330.1	CARHR291160.1	NA
CARHR001330.1	CARHR073370.1	NA
CARHR001330.1	CARHR152690.1	NA
CARHR001330.1	CARHR089660.1	NA
CARHR001330.1	CARHR230110.1	NA
CARHR001330.1	CARHR248970.1	NA
CARHR001330.1	CARHR033170.1	NA
CARHR001330.1	CARHR260970.1	NA
CARHR001330.1	CARHR234500.1	NA
CARHR001330.1	CARHR209570.1	NA
CARHR001330.1	CARHR058850.1	NA
CARHR001330.1	CARHR041820.1	NA
CARHR001330.1	CARHR000800.1	NA
CARHR001330.1	CARHR255250.1	NA
CARHR001330.1	CARHR157500.1	NA
CARHR001330.1	CARHR018710.1	NA
CARHR001330.1	CARHR117710.1	NA
CARHR001330.1	CARHR081170.1	NA
CARHR001330.1	CARHR193990.1	NA
CARHR001330.1	CARHR081160.1	NA
CARHR001330.1	CARHR141330.1	NA
CARHR001330.1	CARHR138970.1	NA
CARHR001330.1	CARHR062100.1	NA
CARHR001330.1	CARHR043750.1	NA
CARHR001330.1	CARHR007690.1	NA
CARHR001330.1	CARHR067590.1	NA
CARHR001330.1	CARHR155570.1	NA
CARHR001330.1	CARHR149990.1	NA
CARHR001330.1	CARHR018630.1	NA
CARHR001330.1	CARHR220700.1	NA
CARHR001330.1	CARHR293810.1	NA
CARHR001330.1	CARHR108690.1	NA
CARHR001330.1	CARHR062140.1	NA
CARHR001330.1	CARHR283810.1	NA
CARHR001330.1	CARHR010310.1	NA
CARHR001330.1	CARHR021400.1	NA
CARHR001330.1	CARHR026090.1	NA
CARHR001330.1	CARHR261440.1	NA
CARHR001330.1	CARHR198680.1	NA
CARHR001330.1	CARHR258440.1	NA
CARHR001330.1	CARHR070090.1	NA
CARHR001330.1	CARHR133290.1	NA
CARHR001330.1	CARHR186820.1	NA
CARHR001330.1	CARHR006860.1	NA
CARHR001330.1	CARHR148940.1	NA
CARHR001330.1	CARHR080300.1	NA
CARHR001330.1	CARHR009580.1	NA
CARHR001330.1	CARHR059810.1	NA
CARHR001330.1	CARHR054480.1	NA
CARHR001330.1	CARHR257310.1	NA
CARHR001330.1	CARHR016730.1	NA
CARHR001330.1	CARHR214350.1	NA
CARHR001340.1	CARHR118530.1	3.9533
CARHR001340.1	CARHR003550.1	NA
CARHR001340.1	CARHR020020.1	NA
CARHR001340.1	CARHR179720.1	NA
CARHR001340.1	CARHR142090.1	2.2672
CARHR001340.1	CARHR106510.1	NA
CARHR001340.1	CARHR026010.1	NA
CARHR001340.1	CARHR061310.1	NA
CARHR001340.1	CARHR115080.1	NA
CARHR001340.1	CARHR242910.1	NA
CARHR001340.1	CARHR105550.1	NA
CARHR001340.1	CARHR242540.1	NA
CARHR001340.1	CARHR242890.1	6.0645
CARHR001340.1	CARHR242900.1	8.7021
CARHR001340.1	CARHR182650.1	NA
CARHR001340.1	CARHR064470.1	4.4608
CARHR001340.1	CARHR161920.1	NA
CARHR001340.1	CARHR121740.1	5.8683
CARHR001340.1	CARHR007510.1	NA
CARHR001340.1	CARHR007500.1	NA
CARHR001340.1	CARHR208740.1	NA
CARHR001350.1	CARHR249510.1	1.1036
CARHR001350.1	CARHR255940.1	4.3021
CARHR001350.1	CARHR158350.1	5.3257
CARHR001350.1	CARHR114950.1	9.7153
CARHR001350.1	CARHR098080.1	NA
CARHR001350.1	CARHR065590.1	NA
CARHR001350.1	CARHR158130.1	NA
CARHR001350.1	CARHR018080.1	NA
CARHR001350.1	CARHR084130.1	NA
CARHR001370.1	CARHR053170.1	NA
CARHR001370.1	CARHR024560.1	NA
CARHR001380.1	CARHR232150.1	NA
CARHR001380.1	CARHR052980.1	NA
CARHR001380.1	CARHR162150.1	NA
CARHR001380.1	CARHR129560.1	NA
CARHR001380.1	CARHR161890.1	NA
CARHR001390.1	CARHR001400.1	0.546
CARHR001390.1	CARHR250250.1	1.0878
CARHR001390.1	CARHR250240.1	1.064
CARHR001390.1	CARHR001410.1	0.5468
CARHR001390.1	CARHR250230.1	2.5154
CARHR001390.1	CARHR250220.1	2.5767
CARHR001390.1	CARHR261010.1	6.4771
CARHR001390.1	CARHR153430.1	4.8352
CARHR001390.1	CARHR093530.1	4.2148
CARHR001390.1	CARHR068900.1	6.2921
CARHR001390.1	CARHR009340.1	7.8032
CARHR001390.1	CARHR026280.1	2.9845
CARHR001390.1	CARHR206100.1	4.8103
CARHR001390.1	CARHR259370.1	NA
CARHR001390.1	CARHR259380.1	7.4227
CARHR001390.1	CARHR036060.1	9.106
CARHR001390.1	CARHR163090.1	NA
CARHR001390.1	CARHR022240.1	2.233
CARHR001390.1	CARHR060850.1	NA
CARHR001390.1	CARHR278690.1	2.2716
CARHR001390.1	CARHR038310.1	4.9628
CARHR001400.1	CARHR001410.1	0.0704
CARHR001400.1	CARHR001390.1	NA
